ID,COMPLAINDATE,COMPLETIONDATE,LASTNAME,FIRSTNAME,GENDER,BROKERFULLNAME,COMMISSIONSCHEME,DESCRIPTION_CATEGORIES,REGION,DESCRIPTION_STATUS,STATE,PRODUCT,DESCRIPTION_PRIORITIES,DESCRIPTION_SOURCE,DESCRIPTION_TYPE
13938,1/9/2020,1/15/2020,Sarah,Morgan,FEMALE,Carl Elliott,Comm-2,YOU HAVE ALWAYS BEEN REQUESTED,,CLOSED,,HOC-055,Non Urgent,Company HQ,Email
13939,1/9/2020,1/14/2020,Victor,Hawkins,MALE,Justin Gardner,Comm-7,YOU HAVE ALWAYS BEEN REQUESTED,,CLOSED,,CAP-071,Non Urgent,Company HQ,Email
13940,1/9/2020,1/9/2020,James,Peters,MALE,Richard Dean,Bonus Based,YOU HAVE ALWAYS BEEN REQUESTED,,CLOSED,,CAS-075,Non Urgent,Company HQ,Email
13941,1/7/2020,1/14/2020,Brenda,Bowman,FEMALE,Gary Reed,Comm-7,PERFORMANCE / RESISTANCE TO PERSONAL DATA,,CLOSED,,BNM-073,Non Urgent,Company HQ,Written
13942,1/8/2020,2/14/2020,Clarence,White,MALE,Kevin Wagner,Bonus Based,INDEPENDENT DISMISSAL,,CLOSED,,OOT-061,Non Urgent,Company HQ,Written
13943,1/9/2020,1/9/2020,Sean,Baker,MALE,Jonathan Bradley,No Commission,YOU HAVE ALWAYS BEEN REQUESTED,,CLOSED,,CAP-023,Non Urgent,Company HQ,Email
13944,1/9/2020,1/14/2020,Dorothy,Carter,FEMALE,Richard Weaver,Comm-3,MODIFICATION REQUEST,,CLOSED,,CAS-017,Non Urgent,Company HQ,Written
13945,1/10/2020,1/10/2020,Gloria,Reyes,FEMALE,Phillip Pierce,Comm-7,UPDATE REQUEST,,CLOSED,,HHC-078,Non Urgent,Company HQ,Email
13946,1/10/2020,1/14/2020,Margaret,Medina,FEMALE,Jeremy Elliott,Comm-7,REGISTRATION FORM OF REGISTRATION,,CLOSED,,CAS-020,Non Urgent,Company HQ,Email
13947,1/10/2020,1/15/2020,Anthony,Andrews,MALE,Sean Miller,Bonus Based,YOU HAVE ALWAYS BEEN REQUESTED,,CLOSED,,MMP-006,Non Urgent,Company HQ,Email
13948,1/10/2020,1/15/2020,Elizabeth,Turner,FEMALE,Kevin Johnson,Comm-2,YOU HAVE ALWAYS BEEN REQUESTED,,CLOSED,,LBL-044,Non Urgent,Company HQ,Email
13949,1/10/2020,1/31/2020,Brian,Graham,MALE,Joseph Fox,No Commission,UPDATE REQUEST,,CLOSED,,CAS-013,Non Urgent,Company HQ,Email
13950,1/10/2020,1/14/2020,Angela,Tucker,FEMALE,Eric Lawrence,Bonus Based,PERFORMANCE / RESISTANCE TO PERSONAL DATA,,CLOSED,,CAP-024,Non Urgent,Company HQ,Written
13951,1/10/2020,1/10/2020,Jeremy,Willis,MALE,Edward Evans,Bonus Based,YOU HAVE ALWAYS BEEN REQUESTED,,CLOSED,,BNM-040,Non Urgent,Company HQ,Email
13952,1/10/2020,1/10/2020,Samuel,Perry,MALE,Arthur Torres,Bonus Based,YOU HAVE ALWAYS BEEN REQUESTED,,CLOSED,,HOC-053,Non Urgent,Company HQ,Email
13953,1/10/2020,1/15/2020,Debra,Richards,FEMALE,Willie Sullivan,Comm-8,YOU HAVE ALWAYS BEEN REQUESTED,,CLOSED,,HHC-058,Non Urgent,Company HQ,Email
13954,1/10/2020,1/15/2020,Andrea,Mendoza,FEMALE,Martin Franklin,Comm-7,YOU HAVE ALWAYS BEEN REQUESTED,,CLOSED,,PNM-002,Non Urgent,Company HQ,Email
13955,1/10/2020,1/23/2020,Kathleen,Hughes,FEMALE,Nicholas Jacobs,Comm-4,CONCLUSION HELLIPIS SERVICE FROM EXECUTIVE / EXTERNAL COOPERATIVE,,CLOSED,,CAS-016,Non Urgent,Company HQ,Written
13956,1/13/2020,1/14/2020,Gregory,Palmer,MALE,Christopher Greene,Comm-2,APPLICATION REQUEST,,CLOSED,,CAP-029,Non Urgent,Company HQ,Email
13957,1/13/2020,1/15/2020,Steve,Chavez,MALE,Mark Turner,Comm-9,UPDATE REQUEST,,CLOSED,,LOL-046,Non Urgent,Company HQ,Email
13958,1/14/2020,1/15/2020,Larry,Gonzales,MALE,Robert Fields,Bonus Based,YOU HAVE ALWAYS BEEN REQUESTED,,CLOSED,,LBL-074,Non Urgent,Company HQ,Email
13959,1/13/2020,2/4/2020,Anne,Myers,FEMALE,Nicholas Jacobs,Comm-4,CONCLUSION HELLIPIS SERVICE FROM EXECUTIVE / EXTERNAL COOPERATIVE,,CLOSED,,CAS-021,Non Urgent,Company HQ,Email
13960,1/14/2020,1/14/2020,Michelle,Gutierrez,FEMALE,Chris Watkins,Comm-6,REGISTRATION FORM OF REGISTRATION,,CLOSED,,CAS-067,Non Urgent,Company HQ,Email
13961,1/14/2020,1/15/2020,Gary,Burns,MALE,Jesse Green,Comm-8,YOU HAVE ALWAYS BEEN REQUESTED,,CLOSED,,BNM-033,Non Urgent,Company HQ,Email
13962,1/14/2020,1/16/2020,Fred,Evans,MALE,Martin Carr,No Commission,YOU HAVE ALWAYS BEEN REQUESTED,,CLOSED,,CAS-077,Non Urgent,Company HQ,Email
13963,1/14/2020,1/16/2020,Jean,Kelley,FEMALE,Dennis Washington,No Commission,YOU HAVE ALWAYS BEEN REQUESTED,,CLOSED,,CAP-070,Non Urgent,Company HQ,Email
13964,1/14/2020,1/15/2020,Kevin,Wells,MALE,Todd Gomez,Comm-2,YOU HAVE ALWAYS BEEN REQUESTED,,CLOSED,,MOT-009,Non Urgent,Company HQ,Email
13965,1/9/2020,1/22/2020,Roger,Medina,MALE,Gerald Edwards,Comm-6,PERFORMANCE / RESISTANCE TO PERSONAL DATA,,CLOSED,,BNM-039,Non Urgent,Company HQ,Email
13966,1/15/2020,1/15/2020,Steve,Hudson,MALE,Ronald Nguyen,Comm-6,YOU HAVE ALWAYS BEEN REQUESTED,,CLOSED,,CAP-029,Non Urgent,Company HQ,Email
13967,1/14/2020,1/15/2020,Sean,Jacobs,MALE,William Cook,Comm-3,POWER FOR PRESENTATION OR WRONG,,CLOSED,,MMP-006,Non Urgent,Company HQ,Phone
13968,1/15/2020,1/17/2020,Jose,Boyd,MALE,Randy Morgan,Comm-8,SECURITY CONTRACT MANAGEMENT REQUEST,,CLOSED,,HOC-055,Non Urgent,Company HQ,Email
13969,1/15/2020,1/15/2020,Jason,Lane,MALE,Peter Chapman,Bonus Based,YOU HAVE ALWAYS BEEN REQUESTED,,CLOSED,,BNM-040,Non Urgent,Company HQ,Email
13970,1/15/2020,1/16/2020,Jerry,Holmes,MALE,Roy Mills,Comm-2,PERFORMANCE / RESISTANCE TO PERSONAL DATA,,CLOSED,,MOT-010,Non Urgent,Company HQ,Email
13971,1/15/2020,1/29/2020,Henry,Johnston,MALE,Harry Gardner,Bonus Based,PERFORMANCE / RESISTANCE TO PERSONAL DATA,,CLOSED,,HOC-052,Non Urgent,Company HQ,Written
13972,1/13/2020,2/4/2020,Ruth,Lewis,FEMALE,John Moore,No Commission,DISCUSSION DISMISSAL,,CLOSED,,HOC-051,Non Urgent,Company HQ,Email
13973,1/13/2020,2/4/2020,Virginia,Elliott,FEMALE,Jeffrey Fisher,Comm-7,SOME DECISION,,CLOSED,,HHC-057,Non Urgent,Company HQ,Email
13974,1/15/2020,4/9/2020,Brian,Peters,MALE,Randy Rodriguez,Comm-7,UPDATE REQUEST,,CLOSED,,BNM-040,Non Urgent,Company HQ,Email
13975,1/15/2020,1/22/2020,Rachel,Woods,FEMALE,Billy Welch,Bonus Based,PERFORMANCE / RESISTANCE TO PERSONAL DATA,,CLOSED,,HOC-048,Non Urgent,Company HQ,Written
13976,1/14/2020,2/7/2020,Jacqueline,Carr,FEMALE,Johnny Gonzalez,Bonus Based,UNDER EXCELLENT DECISION HOW MUCH THE RETURN OF SECURITIES,,CLOSED,,HOC-051,Non Urgent,Company HQ,Written
13977,1/16/2020,1/17/2020,Howard,Moore,MALE,Justin Reid,Bonus Based,MODIFICATION REQUEST,,CLOSED,,CAP-029,Non Urgent,Company HQ,Written
13978,1/15/2020,3/3/2020,Benjamin,Scott,MALE,Raymond Wood,Comm-3,UPDATE REQUEST,,CLOSED,,CAS-075,Non Urgent,Company HQ,Email
13979,1/17/2020,1/17/2020,Larry,Hansen,MALE,Larry Walker,Comm-2,UPDATE REQUEST,,CLOSED,,BNM-041,Non Urgent,Company HQ,Email
13980,1/17/2020,1/20/2020,Sarah,Jordan,FEMALE,Jose Spencer,Comm-2,APPLICATION REQUEST,,CLOSED,,LBL-043,Non Urgent,Company HQ,Email
13981,1/17/2020,2/5/2020,Lori,Sanchez,FEMALE,Thomas Johnson,Comm-6,CONTRACT-MAINTENANCE DEVELOPMENT,,CLOSED,,CAS-019,Non Urgent,Company HQ,Written
13982,1/17/2020,1/17/2020,Robin,Ford,FEMALE,Donald Jordan,Comm-2,APPLICATION REQUEST,,CLOSED,,MMP-005,Non Urgent,Company HQ,Email
13983,1/17/2020,1/17/2020,Randy,Stewart,MALE,Ronald Crawford,Comm-2,YOU HAVE ALWAYS BEEN REQUESTED,,CLOSED,,CAP-026,Non Urgent,Company HQ,Email
13984,1/17/2020,1/29/2020,Eric,Dunn,MALE,Walter Cook,Comm-8,UPDATE REQUEST,,CLOSED,,CAS-077,Non Urgent,Company HQ,Email
13985,1/17/2020,2/12/2020,Henry,Shaw,MALE,Antonio Warren,Comm-6,CONCLUSION HELLIPIS SERVICE FROM EXECUTIVE / EXTERNAL COOPERATIVE,,CLOSED,,HOC-049,Non Urgent,Company HQ,Email
13986,1/20/2020,1/20/2020,Steven,Sullivan,MALE,Fred Robertson,Comm-7,YOU HAVE ALWAYS BEEN REQUESTED,,CLOSED,,HHC-078,Non Urgent,Company HQ,Email
13987,1/10/2020,1/21/2020,Terry,Mcdonald,MALE,Billy Burton,Comm-2,IGNORANCE OF EXISTENCE,,CLOSED,,BNM-032,Non Urgent,Company HQ,Email
13988,1/16/2020,3/12/2020,Ruby,Ruiz,FEMALE,Roy Perez,No Commission,UPDATE REQUEST,,CLOSED,,BNM-033,Non Urgent,Company HQ,Email
13989,1/20/2020,1/20/2020,Denise,Hudson,FEMALE,Harold Hawkins,Comm-2,UPDATE REQUEST,,CLOSED,,BNM-040,Non Urgent,Company HQ,Email
13990,1/20/2020,2/11/2020,Cynthia,Price,FEMALE,Carlos Wagner,Comm-9,UPDATE REQUEST,,CLOSED,,HHC-078,Non Urgent,Company HQ,Email
13991,1/21/2020,2/13/2020,Adam,Clark,MALE,Kevin Gray,No Commission,POOR SERVICE,,CLOSED,,BNM-062,Non Urgent,Company HQ,Email
13992,1/21/2020,1/24/2020,Lawrence,Gordon,MALE,Gerald Ray,Bonus Based,SECURITY PUBLISHING CONTRACT,,CLOSED,,CAP-026,Non Urgent,Company HQ,Email
13993,1/21/2020,1/21/2020,Kelly,Jordan,FEMALE,Sean Schmidt,Comm-6,REGISTRATION FORM OF REGISTRATION,,CLOSED,,HOC-064,Non Urgent,Company HQ,Email
13994,1/13/2020,NULL,Emily,Rogers,FEMALE,Ryan Black,Comm-2,UPDATE REQUEST,,NEW,,CAS-021,Non Urgent,Company HQ,Email
13995,1/13/2020,NULL,Frances,Warren,FEMALE,Eric Lawrence,Bonus Based,UPDATE REQUEST,,NEW,,HOC-055,Non Urgent,Company HQ,Email
13996,1/21/2020,2/3/2020,Jessica,Hernandez,FEMALE,Shawn Perry,Comm-7,DISCLAIMER OF DISMISSAL,,CLOSED,,HOC-047,Non Urgent,Company HQ,Email
13997,1/21/2020,1/21/2020,Melissa,Roberts,FEMALE,Thomas Sanders,Comm-3,APPLICATION REQUEST,,CLOSED,,CAS-012,Non Urgent,Company HQ,Email
13998,1/21/2020,1/21/2020,Lisa,Riley,FEMALE,Martin Greene,Comm-9,REGISTRATION FORM OF REGISTRATION,,CLOSED,,PNM-002,Non Urgent,Company HQ,Email
13999,1/21/2020,1/22/2020,Ryan,Mccoy,MALE,Justin Lawson,Comm-2,SECURITY BUILDING REQUEST_ SECURITY RETURN,,CLOSED,,CAP-026,Non Urgent,Company HQ,Written
14000,1/21/2020,1/28/2020,Shawn,Alexander,MALE,Ralph Bryant,Bonus Based,SECURITY PUBLISHING CONTRACT,,CLOSED,,CAP-023,Non Urgent,Company HQ,Email
14001,1/22/2020,1/24/2020,Cynthia,West,FEMALE,Justin Ross,Comm-8,SECURITY BUILDING REQUEST_ SECURITY RETURN,,CLOSED,,HOC-055,Non Urgent,Company HQ,Email
14002,1/22/2020,2/5/2020,Linda,Brown,FEMALE,Earl Stewart,No Commission,UPDATE REQUEST,,CLOSED,,CAS-065,Non Urgent,Company HQ,Partner / Bank
14003,1/23/2020,1/23/2020,Rebecca,Mitchell,FEMALE,David Harper,Comm-8,YOU HAVE ALWAYS BEEN REQUESTED,,CLOSED,,HHC-063,Non Urgent,Company HQ,Email
14004,1/23/2020,1/23/2020,James,Franklin,MALE,Jesse Williamson,Comm-2,YOU HAVE ALWAYS BEEN REQUESTED,,CLOSED,,BNM-041,Non Urgent,Company HQ,Email
14005,1/22/2020,1/23/2020,Lori,Morgan,FEMALE,Ryan Dean,Comm-5,UPDATE REQUEST,,CLOSED,,CAP-025,Non Urgent,Company HQ,Fax
14006,1/23/2020,2/28/2020,Michael,Marshall,MALE,Brian Hansen,Comm-2,REGISTRATION FORM OF REGISTRATION,,CLOSED,,CAS-012,Non Urgent,Company HQ,Email
14007,1/23/2020,1/23/2020,Emily,Young,FEMALE,David Barnes,Comm-8,UPDATE REQUEST,,CLOSED,,BNM-037,Non Urgent,Company HQ,Email
14008,1/23/2020,1/27/2020,Timothy,Brown,MALE,David Fox,Bonus Based,YOU HAVE ALWAYS BEEN REQUESTED,,CLOSED,,BNM-062,Non Urgent,Company HQ,Email
14009,1/23/2020,1/24/2020,Gregory,Lynch,MALE,Lawrence Flores,Comm-2,UPDATE REQUEST,,CLOSED,,CAS-076,Non Urgent,Company HQ,Email
14010,1/23/2020,1/27/2020,Harold,Woods,MALE,Roger Rogers,No Commission,UPDATE REQUEST,,CLOSED,,CAS-019,Non Urgent,Company HQ,Email
14011,1/23/2020,2/24/2020,Jeremy,Cunningham,MALE,Phillip Pierce,Comm-7,POOR INFORMATION (BEFORE OR WITH THE SALE),,CLOSED,,BNM-037,Non Urgent,Company HQ,Written
14012,1/22/2020,1/24/2020,Ryan,Cruz,MALE,Jimmy Palmer,Comm-5,POWER FOR PRESENTATION OR WRONG,,CLOSED,,CAS-022,Non Urgent,Company HQ,Phone
14013,1/24/2020,1/30/2020,Edward,Grant,MALE,Ernest Rice,Bonus Based,UPDATE REQUEST,,CLOSED,,CAS-022,Non Urgent,Company HQ,Written
14014,1/24/2020,1/30/2020,Eric,Murphy,MALE,Henry Knight,Comm-2,DETERMINATION OF ANSWER TO BLOOD_ QUESTION_ SOLIDARITY,,CLOSED,,CAS-012,Non Urgent,Company HQ,Email
14018,1/24/2020,1/30/2020,Rachel,Vasquez,FEMALE,Roger Ramos,Comm-8,CONCLUSION HELLIPIS SERVICE FROM EXECUTIVE / EXTERNAL COOPERATIVE,,CLOSED,,BNM-033,Non Urgent,Company HQ,Email
14019,1/27/2020,1/27/2020,Jonathan,Miller,MALE,Louis Montgomery,Comm-9,YOU HAVE ALWAYS BEEN REQUESTED,,CLOSED,,HOC-053,Non Urgent,Company HQ,Email
14020,1/27/2020,1/27/2020,Henry,Myers,MALE,Phillip Fuller,Comm-2,YOU HAVE ALWAYS BEEN REQUESTED,,CLOSED,,LBL-044,Non Urgent,Company HQ,Email
14023,1/27/2020,1/29/2020,Rose,Cook,FEMALE,Ernest Wheeler,Comm-3,YOU HAVE ALWAYS BEEN REQUESTED,,CLOSED,,MOT-007,Non Urgent,Company HQ,Email
14024,1/27/2020,1/27/2020,Bruce,Riley,MALE,William Williams,Comm-8,YOU HAVE ALWAYS BEEN REQUESTED,,CLOSED,,BNM-037,Non Urgent,Company HQ,Email
14025,1/27/2020,1/27/2020,Rachel,Boyd,FEMALE,Steve Hudson,Comm-2,YOU HAVE ALWAYS BEEN REQUESTED,,CLOSED,,MOT-007,Non Urgent,Company HQ,Email
14026,1/27/2020,1/27/2020,Dennis,Simmons,MALE,Walter Garcia,Comm-5,YOU HAVE ALWAYS BEEN REQUESTED,,CLOSED,,CAS-066,Non Urgent,Company HQ,Email
14027,1/27/2020,1/27/2020,Brian,Mendoza,MALE,Scott Berry,Comm-2,YOU HAVE ALWAYS BEEN REQUESTED,,CLOSED,,PNM-002,Non Urgent,Company HQ,Email
14028,1/24/2020,1/27/2020,Norma,Gonzalez,FEMALE,John Moore,No Commission,POOR SERVICE,,CLOSED,,HOC-047,Non Urgent,Company HQ,Partner / Bank
14029,1/20/2020,2/17/2020,Julia,Arnold,FEMALE,Albert Ross,Comm-9,DISCUSSION DISMISSAL,,CLOSED,,CAS-016,Non Urgent,Company HQ,Written
14030,1/27/2020,2/10/2020,Thomas,Reyes,MALE,Martin Greene,Comm-9,PAYMENT POLICY,,CLOSED,,CAP-024,Non Urgent,Company HQ,Partner / Bank
14032,1/20/2020,2/17/2020,Patrick,Ward,MALE,Bobby Walker,Comm-6,CONCLUSION HELLIPIS SERVICE FROM EXECUTIVE / EXTERNAL COOPERATIVE,,CLOSED,,BNM-036,Non Urgent,Company HQ,Written
14033,1/27/2020,1/29/2020,Raymond,Ramirez,MALE,Gerald Hansen,Comm-4,UPDATE REQUEST,,CLOSED,,MMP-004,Non Urgent,Company HQ,Partner / Bank
14034,1/24/2020,1/28/2020,Jose,Watkins,MALE,Ronald Reed,Comm-4,DETERMINATION OF ANSWER TO BLOOD_ QUESTION_ SOLIDARITY,,CLOSED,,HOC-064,Non Urgent,Company HQ,Phone
14035,1/27/2020,1/28/2020,Eric,Robertson,MALE,Fred Campbell,Comm-4,POOR SERVICE,,CLOSED,,CAS-072,Non Urgent,Company HQ,Email
14036,1/23/2020,3/13/2020,Lori,Hanson,FEMALE,Scott Mason,Comm-7,UPDATE REQUEST,,CLOSED,,LBL-045,Non Urgent,Company HQ,Email
14037,1/23/2020,1/27/2020,Fred,Holmes,MALE,Timothy Ryan,Comm-9,POOR SERVICE,,CLOSED,,CAS-012,Non Urgent,Company HQ,Partner / Bank
14038,1/28/2020,1/30/2020,Lawrence,White,MALE,Gregory Cole,Comm-2,UNDER EXCELLENT DECISION HOW MUCH THE RETURN OF SECURITIES,,CLOSED,,BNM-037,Non Urgent,Company HQ,Partner / Bank
14039,1/28/2020,1/29/2020,Ernest,Chapman,MALE,Earl Powell,Comm-2,UPDATE REQUEST,,CLOSED,,CAP-025,Non Urgent,Company HQ,Email
14040,1/28/2020,1/29/2020,Jessica,Fowler,FEMALE,Joshua Crawford,Comm-8,SECURITY CONTRACT MANAGEMENT REQUEST,,CLOSED,,BNM-038,Non Urgent,Company HQ,Email
14041,1/24/2020,2/21/2020,Roger,Olson,MALE,Harry Gardner,Bonus Based,YEARS OF DEPARTURE IN THE PHONES OR NOT AN ANSWER OF CLOSES_ UNDERSTANDED LINES,,CLOSED,,CAP-026,Non Urgent,Company HQ,Email
14042,1/27/2020,1/27/2020,Steve,Hamilton,MALE,Walter Turner,Comm-2,SECURITY BUILDING REQUEST_ SECURITY RETURN,,CLOSED,,BNM-036,Non Urgent,Company HQ,Email
14043,1/28/2020,2/13/2020,Chris,Garrett,MALE,Benjamin Kennedy,Comm-2,UPDATE REQUEST,,CLOSED,,CAS-077,Non Urgent,Company HQ,Partner / Bank
14044,1/27/2020,2/19/2020,Willie,Mills,MALE,John Edwards,Bonus Based,MODIFICATION REQUEST,,CLOSED,,CAP-068,Non Urgent,Company HQ,Written
14045,1/28/2020,4/6/2020,Daniel,Perez,MALE,David Harper,Comm-8,POOR SERVICE,,CLOSED,,CAP-029,Non Urgent,Company HQ,Partner / Bank
14046,1/24/2020,2/5/2020,Cynthia,Wells,FEMALE,Douglas Morris,Bonus Based,CONTRACT-MAINTENANCE DEVELOPMENT,,CLOSED,,PNM-001,Non Urgent,Company HQ,Email
14047,1/28/2020,1/30/2020,Jack,Evans,MALE,Thomas Wright,Comm-6,CONTRACT-MAINTENANCE DEVELOPMENT,,CLOSED,,LBL-043,Non Urgent,Company HQ,Email
14048,1/27/2020,3/5/2020,Heather,Garrett,FEMALE,Joseph Weaver,Comm-2,MODIFICATION REQUEST,,CLOSED,,OOT-061,Non Urgent,Company HQ,Email
14049,1/28/2020,2/19/2020,Virginia,Wheeler,FEMALE,Harry Gardner,Bonus Based,SECURITY BUILDING REQUEST_ SECURITY RETURN,,CLOSED,,LBL-074,Non Urgent,Company HQ,Email
14050,1/29/2020,2/3/2020,Nicole,Chavez,FEMALE,Bruce Sanders,Comm-6,SECURITY BUILDING REQUEST_ SECURITY RETURN,,CLOSED,,HOC-053,Non Urgent,Company HQ,Court Order
14051,1/29/2020,1/29/2020,Catherine,Coleman,FEMALE,Edward Gilbert,Comm-2,UPDATE REQUEST,,CLOSED,,LBL-045,Non Urgent,Company HQ,Email
14052,1/29/2020,2/5/2020,Marilyn,Richards,FEMALE,Billy Howell,Comm-7,CONTRACT-MAINTENANCE DEVELOPMENT,,CLOSED,,HOC-055,Non Urgent,Company HQ,Email
14053,1/29/2020,2/6/2020,Karen,Nguyen,FEMALE,Victor Reid,Bonus Based,SECURITY CONTRACT MANAGEMENT REQUEST,,CLOSED,,CAP-026,Non Urgent,Company HQ,Email
14054,1/29/2020,1/29/2020,Sean,Brooks,MALE,Raymond Nguyen,Comm-8,YOU HAVE ALWAYS BEEN REQUESTED,,CLOSED,,CAS-016,Non Urgent,Company HQ,Email
14055,1/29/2020,1/29/2020,Wayne,Ruiz,MALE,Jose Rogers,Bonus Based,YOU HAVE ALWAYS BEEN REQUESTED,,CLOSED,,CAP-025,Non Urgent,Company HQ,Email
14056,1/29/2020,1/29/2020,Louis,Graham,MALE,Eric Ramos,Comm-6,YOU HAVE ALWAYS BEEN REQUESTED,,CLOSED,,CAS-076,Non Urgent,Company HQ,Email
14057,1/29/2020,1/31/2020,Gloria,Harris,FEMALE,Victor Robertson,No Commission,DIFFERENCES IN PRICE POLITICS,,CLOSED,,BNM-037,Non Urgent,Company HQ,Email
14058,1/29/2020,1/31/2020,Kimberly,Sanders,FEMALE,Richard Hart,Comm-7,SECURITY BUILDING REQUEST_ SECURITY RETURN,,CLOSED,,CAS-021,Non Urgent,Company HQ,Partner / Bank
14059,1/29/2020,2/14/2020,Jeffrey,Greene,MALE,Fred Lewis,No Commission,DISCLAIMER OF DISMISSAL,,CLOSED,,CAP-069,Non Urgent,Company HQ,Written
14060,1/29/2020,2/14/2020,Shirley,Mccoy,FEMALE,Todd Dixon,Comm-5,POOR SERVICE,,CLOSED,,CAS-015,Non Urgent,Company HQ,Written
14061,1/29/2020,1/31/2020,Sarah,Morgan,FEMALE,Jonathan Dixon,Bonus Based,SECURITY BUILDING REQUEST_ SECURITY RETURN,,CLOSED,,CAS-018,Non Urgent,Company HQ,Email
14062,1/27/2020,2/25/2020,Scott,Austin,MALE,Peter Chapman,Bonus Based,DETERMINATION OR LOSS OF ABSOLUTE REGISTRATIONS,,CLOSED,,CAP-068,Non Urgent,Company HQ,Email
14063,1/29/2020,2/5/2020,Michelle,Jackson,FEMALE,Arthur Mccoy,Comm-3,CONTRACT-MAINTENANCE DEVELOPMENT,,CLOSED,,HOC-054,Non Urgent,Company HQ,Email
14064,1/27/2020,2/5/2020,Dorothy,Chavez,FEMALE,Paul Hart,Comm-6,CONTRACT-MAINTENANCE DEVELOPMENT,,CLOSED,,CAS-018,Non Urgent,Company HQ,Written
14065,1/30/2020,2/6/2020,Joe,George,MALE,Antonio Freeman,Comm-2,CONTRACT-MAINTENANCE DEVELOPMENT,,CLOSED,,CAS-072,Non Urgent,Company HQ,Written
14066,1/30/2020,2/10/2020,Terry,Brown,MALE,Ernest Wheeler,Comm-3,SECURITY BUILDING REQUEST_ SECURITY RETURN,,CLOSED,,HOC-050,Non Urgent,Company HQ,Written
14067,1/30/2020,3/31/2020,Jean,Carter,FEMALE,Nicholas Clark,Comm-5,UNDER EXCELLENT DECISION HOW MUCH THE RETURN OF SECURITIES,,CLOSED,,MMP-006,Non Urgent,Company HQ,Written
14068,1/31/2020,2/5/2020,Amy,Kelley,FEMALE,Jonathan Bradley,No Commission,APPLICATION REQUEST,,CLOSED,,CAS-015,Non Urgent,Company HQ,Email
14069,1/31/2020,1/31/2020,Scott,Stephens,MALE,Stephen Stevens,Comm-2,YOU HAVE ALWAYS BEEN REQUESTED,,CLOSED,,PNM-003,Non Urgent,Company HQ,Email
14070,1/31/2020,1/31/2020,Brandon,Butler,MALE,Thomas Meyer,Bonus Based,YOU HAVE ALWAYS BEEN REQUESTED,,CLOSED,,HOC-052,Non Urgent,Company HQ,Email
14071,1/31/2020,1/31/2020,Karen,Cook,FEMALE,Howard Hansen,Comm-5,YOU HAVE ALWAYS BEEN REQUESTED,,CLOSED,,CAS-012,Non Urgent,Company HQ,Email
14072,1/31/2020,1/31/2020,Sara,Gardner,FEMALE,Paul Ferguson,Comm-2,YOU HAVE ALWAYS BEEN REQUESTED,,CLOSED,,HHC-058,Non Urgent,Company HQ,Email
14073,1/31/2020,1/31/2020,Robin,Mcdonald,FEMALE,Antonio Bell,Bonus Based,YOU HAVE ALWAYS BEEN REQUESTED,,CLOSED,,CAS-022,Non Urgent,Company HQ,Email
14074,1/31/2020,2/4/2020,Douglas,Mason,MALE,Samuel Torres,Bonus Based,YOU HAVE ALWAYS BEEN REQUESTED,,CLOSED,,CAP-029,Non Urgent,Company HQ,Written
14075,1/31/2020,2/5/2020,Stephen,Matthews,MALE,Jesse Dean,Comm-4,CERTIFICATE OF CONTENTS,,CLOSED,,CAS-076,Non Urgent,Company HQ,Email
14076,1/30/2020,2/12/2020,Harry,Hughes,MALE,Edward Ferguson,Comm-5,UNDER EXCELLENT DECISION HOW MUCH THE RETURN OF SECURITIES,,CLOSED,,BNM-062,Non Urgent,Company HQ,Email
14077,1/31/2020,2/17/2020,China Group,,,Harold Williams,Bonus Based,UPDATE REQUEST,,CLOSED,,CAP-068,Non Urgent,Company HQ,Partner / Bank
14078,1/31/2020,3/16/2020,William,Powell,MALE,Ronald Chapman,Bonus Based,UPDATE REQUEST,,CLOSED,,HOC-054,Non Urgent,Company HQ,Partner / Bank
14079,1/30/2020,2/10/2020,Billy,Rose,MALE,Andrew Williamson,Bonus Based,SECURITY BUILDING REQUEST_ SECURITY RETURN,,CLOSED,,LBL-074,Non Urgent,Company HQ,Email
14080,1/31/2020,2/6/2020,Sandra,Berry,FEMALE,Alan Howard,Comm-3,CONTRACT-MAINTENANCE DEVELOPMENT,,CLOSED,,CAS-015,Non Urgent,Company HQ,Written
14081,1/31/2020,2/24/2020,Rachel,Wheeler,FEMALE,Stephen Carroll,Comm-2,PERFORMANCE / RESISTANCE TO PERSONAL DATA,,CLOSED,,CAS-077,Non Urgent,Company HQ,Email
14082,1/31/2020,4/15/2020,Larry,Burton,MALE,James Phillips,Bonus Based,UPDATE REQUEST,,CLOSED,,HOC-051,Non Urgent,Company HQ,Partner / Bank
14083,2/3/2020,2/19/2020,Deborah,Williams,FEMALE,Jimmy Turner,Comm-2,CONTRACT-MAINTENANCE DEVELOPMENT,,CLOSED,,BNM-033,Non Urgent,Company HQ,Email
14084,1/31/2020,3/17/2020,Paul,Arnold,MALE,Kevin Owens,No Commission,UPDATE REQUEST,,CLOSED,,CAP-071,Non Urgent,Company HQ,Email
14085,1/31/2020,2/6/2020,Robin,Patterson,FEMALE,Chris Kelley,Bonus Based,CONTRACT-MAINTENANCE DEVELOPMENT,,CLOSED,,LBL-045,Non Urgent,Company HQ,Email
